01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 2A, 2B, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 971, 972, 973, 974, 976
656955, 526050, 331315, 165197, 141756, 1079396, 326875, 265531, 152398, 309907, 372705, 278360, 2034469, 691453, 142811, 348180, 647080, 296404, 240336, 532886, 596186, 116270, 408393, 539449, 520560, 600687, 429425, 906554, 162421, 182258, 748468, 1400935, 190040, 1633440, 1176145, 1082073, 217139, 605380, 1264979, 257849, 411979, 327835, 764737, 226901, 1437137, 682890, 173166, 330336, 76286, 815881, 490669, 563823, 169250, 305365, 730398, 181641, 755566, 1035866, 199596, 2588988, 825077, 276903, 1452778, 660240, 683169, 226839, 479000, 1132607, 763204, 1876051, 233194, 547824, 560227, 432548, 828405, 2148271, 1243788, 1423607, 1448625, 372627, 569769, 387898, 262618, 1073836, 560997, 683187, 437398, 370774, 359520, 332096, 140145, 1319401, 1613762, 1670149, 1406041, 1248354, 376879, 358749, 290691, 859959, 279471
